1,7
1,8
1,9
1,10
1,11
1,12
1,16
1,18
1,27
1,28
1,29
1,30
1,32
1,35
1,36
1,37
1,38
2,5
2,8
2,9
2,10
2,11
2,13
2,14
2,16
2,17
2,18
2,21
2,24
2,33
2,35
2,36
2,37
3,4
3,6
3,7
3,16
3,18
3,20
3,24
3,25
3,40
4,5
4,6
4,7
4,12
4,18
4,19
4,23
4,24
4,26
4,31
4,33
4,34
4,35
4,36
5,12
5,13
5,15
5,22
5,24
5,25
5,29
5,30
5,31
5,33
5,34
5,35
5,39
6,15
6,21
6,22
6,29
6,31
6,38
6,40
7,16
7,26
7,27
7,28
7,29
7,32
7,33
7,34
7,36
8,17
8,24
8,25
8,30
8,32
8,36
9,10
9,12
9,14
9,18
9,19
9,26
9,27
9,33
9,37
10,13
10,14
10,15
10,17
10,20
10,24
10,26
10,30
10,37
10,38
10,39
11,14
11,17
11,21
11,26
11,28
11,30
11,31
11,35
11,36
11,37
12,14
12,19
12,23
12,28
12,31
12,35
13,14
13,15
13,16
13,17
13,19
13,21
13,26
13,27
13,30
13,31
13,34
13,37
14,18
14,19
14,29
14,30
14,33
14,34
15,16
15,17
15,19
15,22
15,25
15,26
15,27
15,30
15,32
15,34
15,35
15,40
16,21
16,24
16,27
16,28
16,29
16,31
16,32
16,33
16,34
16,35
17,23
17,25
17,26
17,27
17,31
17,34
17,35
17,39
18,19
18,21
18,23
18,29
18,30
18,32
18,38
19,20
19,25
19,35
20,22
20,25
20,29
20,30
20,32
20,35
20,38
20,40
21,27
21,30
21,36
21,39
21,40
22,27
22,29
22,33
22,37
22,40
23,32
23,34
23,38
24,27
24,28
24,29
24,31
24,34
25,28
25,30
25,31
25,32
25,34
25,36
25,37
25,38
25,39
26,28
26,37
26,39
27,32
27,34
27,39
28,30
28,32
28,33
28,35
28,38
28,39
28,40
29,36
30,32
30,33
30,34
30,35
31,32
31,35
31,36
31,37
31,39
32,35
32,38
33,40
35,38
35,39
36,39
38,39
41,47
41,48
41,49
41,50
41,51
41,52
41,56
41,58
41,67
41,68
41,69
41,70
41,72
41,75
41,76
41,77
41,78
42,45
42,48
42,49
42,50
42,51
42,53
42,54
42,56
42,57
42,58
42,61
42,64
42,73
42,75
42,76
42,77
43,44
43,46
43,47
43,56
43,58
43,60
43,64
43,65
43,80
44,45
44,46
44,47
44,52
44,58
44,59
44,63
44,64
44,66
44,71
44,73
44,74
44,75
44,76
45,52
45,53
45,55
45,62
45,64
45,65
45,69
45,70
45,71
45,73
45,74
45,75
45,79
46,55
46,61
46,62
46,69
46,71
46,78
46,80
47,56
47,66
47,67
47,68
47,69
47,72
47,73
47,74
47,76
48,57
48,64
48,65
48,70
48,72
48,76
49,50
49,52
49,54
49,58
49,59
49,66
49,67
49,73
49,77
50,53
50,54
50,55
50,57
50,60
50,64
50,66
50,70
50,77
50,78
50,79
51,54
51,57
51,61
51,66
51,68
51,70
51,71
51,75
51,76
51,77
52,54
52,59
52,63
52,68
52,71
52,75
53,54
53,55
53,56
53,57
53,59
53,61
53,66
53,67
53,70
53,71
53,74
53,77
54,58
54,59
54,69
54,70
54,73
54,74
55,56
55,57
55,59
55,62
55,65
55,66
55,67
55,70
55,72
55,74
55,75
55,80
56,61
56,64
56,67
56,68
56,69
56,71
56,72
56,73
56,74
56,75
57,63
57,65
57,66
57,67
57,71
57,74
57,75
57,79
58,59
58,61
58,63
58,69
58,70
58,72
58,78
59,60
59,65
59,75
60,62
60,65
60,69
60,70
60,72
60,75
60,78
60,80
61,67
61,70
61,76
61,79
61,80
62,67
62,69
62,73
62,77
62,80
63,72
63,74
63,78
64,67
64,68
64,69
64,71
64,74
65,68
65,70
65,71
65,72
65,74
65,76
65,77
65,78
65,79
66,68
66,77
66,79
67,72
67,74
67,79
68,70
68,72
68,73
68,75
68,78
68,79
68,80
69,76
70,72
70,73
70,74
70,75
71,72
71,75
71,76
71,77
71,79
72,75
72,78
73,80
75,78
75,79
76,79
78,79
81,87
81,88
81,89
81,90
81,91
81,92
81,96
81,98
81,107
81,108
81,109
81,110
81,112
81,115
81,116
81,117
81,118
82,85
82,88
82,89
82,90
82,91
82,93
82,94
82,96
82,97
82,98
82,101
82,104
82,113
82,115
82,116
82,117
83,84
83,86
83,87
83,96
83,98
83,100
83,104
83,105
83,120
84,85
84,86
84,87
84,92
84,98
84,99
84,103
84,104
84,106
84,111
84,113
84,114
84,115
84,116
85,92
85,93
85,95
85,102
85,104
85,105
85,109
85,110
85,111
85,113
85,114
85,115
85,119
86,95
86,101
86,102
86,109
86,111
86,118
86,120
87,96
87,106
87,107
